id;sexo;edad;deses16;deses17;deses18;deses19;satis16;satis19
1443;2;72;1;1;1;1;5;5
1444;2;49;5;NA;NA;2;4;4
1445;2;56;2;2;2;2;4;3
1446;1;26;1;1;1;NA;2;NA
1447;1;35;2;NA;NA;NA;4;NA
1448;1;65;1;1;1;1;4;5
1449;1;27;2;NA;NA;NA;4;NA
1450;2;68;2;1;NA;NA;4;NA
1451;1;54;2;2;4;2;3;3
1452;2;63;2;NA;2;2;4;5
1453;2;74;1;3;2;2;5;4
1454;2;40;2;1;2;2;4;4
1455;2;46;1;NA;NA;NA;4;NA
1456;1;66;1;1;1;1;4;4
1457;2;38;1;2;2;2;4;2
1458;1;50;1;1;1;2;3;2
1459;1;27;2;2;2;1;4;3
1460;2;24;2;2;2;2;4;4
1461;2;56;2;2;2;3;2;4
1462;1;48;2;1;2;2;2;4
1463;2;75;2;4;2;2;4;3
1464;2;36;4;3;2;1;4;2
1465;2;39;2;3;2;NA;3;NA
1466;1;31;1;2;NA;NA;4;NA
1467;1;42;1;1;2;1;4;3
1468;2;38;2;NA;NA;NA;4;NA
1469;2;54;2;3;3;3;3;4
1470;1;62;2;1;2;2;4;4
1471;1;37;1;4;2;2;3;4
1472;2;72;2;4;4;2;3;4
1473;2;42;2;1;1;NA;4;NA
1474;1;37;2;NA;NA;NA;4;NA
1475;2;52;2;1;2;1;2;5
1476;2;28;1;NA;NA;NA;3;NA
1477;2;54;NA;1;2;2;3;4
1478;1;33;2;1;2;2;4;4
1479;2;69;2;2;2;2;4;4
1480;2;44;1;2;2;1;4;3
1481;1;60;2;2;1;1;3;4
1482;2;37;1;3;2;2;3;4
1483;2;67;2;2;2;2;5;4
1484;1;35;1;1;1;1;4;4
1485;1;55;1;1;1;1;3;4
1486;2;64;1;1;1;1;4;4
1487;2;69;2;2;1;2;4;5
1488;2;58;1;1;1;1;4;5
1489;2;46;1;1;2;1;4;5
1490;2;46;1;3;1;3;4;3
1491;1;28;1;2;1;2;4;4
1492;2;74;2;2;NA;NA;4;NA
1493;2;22;1;4;2;2;4;3
1494;1;55;1;1;1;2;3;4
1495;2;53;2;1;1;3;4;3
1496;2;36;2;1;1;NA;4;NA
1497;1;46;1;1;NA;NA;4;NA
1498;2;49;1;2;2;NA;4;NA
1499;1;28;2;1;2;NA;4;NA
1500;2;72;3;3;3;2;4;4
1501;1;52;1;1;2;2;4;4
1502;2;41;1;2;1;NA;4;NA
1503;1;39;2;1;NA;NA;4;NA
1504;1;56;2;1;2;2;5;4
1505;1;28;3;2;1;2;4;5
1506;2;63;1;1;1;1;4;4
1507;2;71;1;1;2;2;4;4
1508;2;71;2;2;2;2;5;4
1509;2;64;1;3;1;2;4;4
1510;1;42;1;2;1;2;4;3
1511;2;54;1;1;1;NA;4;NA
1512;2;46;1;1;1;2;2;5
1513;2;54;2;2;NA;NA;4;NA
1514;2;49;1;NA;1;1;4;4
1515;1;50;1;1;2;NA;4;NA
1516;2;19;1;2;2;2;4;4
1517;1;75;1;2;2;3;4;4
1518;2;47;1;2;2;3;4;4
1519;2;73;3;2;4;4;1;1
1520;2;70;3;2;1;5;2;4
1521;1;20;1;NA;NA;NA;4;NA
1522;1;28;1;2;2;2;4;4
1523;2;57;2;3;3;5;4;3
1524;2;46;2;2;4;2;4;4
1525;2;62;1;2;1;NA;4;NA
1526;1;59;1;2;2;2;5;5
1527;2;57;1;2;2;4;4;4
1528;1;56;3;NA;1;NA;4;NA
1529;2;61;2;1;2;2;3;2
1530;2;47;2;2;2;NA;4;NA
1531;2;72;1;1;2;1;4;4
1532;2;66;3;5;3;3;4;2
1533;2;66;1;1;1;1;4;2
1534;1;39;2;NA;2;2;4;4
1535;2;36;1;NA;NA;NA;5;NA
1536;1;55;1;1;1;1;4;4
1537;1;70;2;2;2;2;3;4
1538;2;51;1;2;1;2;5;5
1539;1;41;2;2;1;1;5;4
1540;2;74;2;2;1;2;4;2
1541;2;65;2;NA;2;NA;4;NA
1542;2;75;4;2;2;1;4;1
1543;2;56;1;1;1;2;4;2
1544;1;25;1;1;2;2;4;4
1545;1;60;1;1;1;2;4;4
1546;1;50;2;1;NA;1;4;4
1547;1;61;2;1;2;2;5;5
1548;1;47;1;NA;1;1;4;4
1549;1;65;2;2;2;2;4;4
1550;2;35;1;NA;NA;NA;5;NA
1551;2;50;1;1;1;1;5;5
1552;2;34;2;2;1;2;4;4
1553;2;55;1;1;2;2;4;5
1554;2;61;2;2;2;2;3;4
1555;1;38;1;1;1;1;5;4
1556;1;42;1;1;1;1;4;4
1557;2;67;2;4;2;3;4;3
1558;2;24;1;NA;1;NA;4;NA
1559;2;75;2;2;3;2;4;3
1560;2;38;1;2;2;2;4;4
1561;2;19;2;NA;NA;NA;3;NA
1562;2;46;1;NA;NA;NA;4;NA
1563;1;73;3;2;2;2;5;2
1564;1;39;1;2;NA;NA;4;NA
1565;1;36;2;2;2;1;4;4
1566;1;78;1;1;1;2;4;4
1567;1;73;1;2;2;3;4;3
1568;1;73;1;1;1;1;5;4
1569;1;27;1;1;2;2;4;5
1570;2;44;2;2;2;2;4;4
1571;2;39;2;NA;NA;NA;4;NA
1572;1;47;2;1;1;2;2;3
1573;2;52;3;2;2;2;3;3
1574;2;23;5;2;2;2;1;2
1575;1;71;2;1;1;1;4;4
1576;2;69;1;1;NA;NA;4;NA
1577;2;51;1;1;2;2;4;4
1578;1;19;1;1;NA;NA;4;NA
1579;1;22;2;2;3;3;4;2
1580;2;64;1;1;2;2;5;4
1581;2;64;2;2;1;2;4;4
1582;2;61;1;2;2;1;4;4
1583;1;71;1;2;1;2;5;4
1584;2;38;2;2;2;1;5;5
1585;1;42;2;1;1;1;4;2
1586;1;27;1;1;1;1;4;4
1587;2;41;4;2;2;2;2;4
1588;1;37;NA;1;1;2;5;5
1589;1;42;2;1;2;1;4;5
1590;2;50;1;2;1;2;4;4
1591;1;34;2;2;2;4;2;2
1592;1;45;2;1;2;1;1;4
1593;2;60;1;1;1;1;5;4
1594;2;33;2;NA;NA;NA;2;NA
1595;1;28;2;NA;2;2;4;4
1596;1;30;1;1;1;1;2;4
1597;1;73;2;2;1;NA;4;NA
1598;2;22;1;2;NA;NA;3;NA
1599;1;74;1;1;1;1;4;4
1600;2;34;4;2;5;4;2;4
1601;2;60;2;2;2;2;2;3
1602;2;59;4;2;NA;3;3;2
1603;2;23;2;2;1;2;2;4
1604;2;57;4;1;1;NA;4;NA
1605;1;53;1;1;1;1;4;2
1606;2;58;2;1;2;2;4;2
1607;2;30;2;2;2;2;4;5
1608;1;75;2;2;1;2;4;4
1609;1;67;1;1;1;1;4;4
1610;2;61;3;2;2;4;3;1
1611;2;20;2;2;4;3;4;4
1612;2;74;5;2;1;2;4;4
1613;2;58;1;1;1;2;4;5
1614;1;22;1;2;NA;2;4;4
1615;1;58;2;2;2;2;3;3
1616;2;68;4;5;4;4;4;4
1617;1;23;1;2;1;2;4;4
1618;1;32;2;2;2;2;4;5
1619;2;37;1;2;2;1;4;4
1620;2;70;3;NA;NA;NA;4;NA
1621;1;29;2;NA;NA;NA;4;NA
1622;2;70;1;NA;NA;1;4;4
1623;2;48;1;1;2;2;4;4
1624;1;36;2;2;2;2;4;4
1625;2;38;1;2;1;3;4;5
1626;2;51;2;1;2;2;4;2
1627;2;69;1;1;2;2;4;4
1628;2;33;2;2;NA;2;5;4
1629;1;53;1;1;1;1;4;4
1630;2;60;1;1;1;2;4;3
1631;2;58;2;4;2;2;4;3
1632;2;61;1;2;2;NA;3;NA
1633;2;42;1;2;2;1;5;5
1634;2;73;2;2;3;2;4;3
1635;1;58;1;4;2;2;4;4
1636;1;24;2;5;NA;NA;4;NA
1637;2;49;2;3;2;2;4;4
1638;2;24;1;2;NA;NA;4;NA
1639;1;49;1;1;1;2;4;4
1640;2;45;2;1;2;2;4;2
1641;1;43;1;1;1;NA;4;NA
1642;2;48;1;1;1;2;4;5
1643;1;60;1;2;1;1;3;3
1644;2;52;2;NA;2;NA;4;NA
1645;2;31;2;2;1;2;3;3
1646;2;39;1;1;1;2;4;4
1647;2;50;1;1;1;2;4;4
1648;1;25;1;NA;NA;NA;5;NA
1649;2;46;2;2;2;2;4;4
1650;2;24;1;2;2;1;4;5
1651;2;28;1;2;4;NA;2;NA
1652;2;56;3;2;2;1;4;4
1653;1;50;1;1;1;2;4;3
1654;2;41;3;4;2;2;2;3
1655;2;50;2;2;1;2;4;4
1656;2;73;2;NA;NA;NA;4;NA
1657;2;70;2;2;2;2;4;5
1658;2;48;2;2;NA;NA;4;NA
1659;1;35;1;1;2;4;4;5
1660;1;25;1;NA;NA;NA;4;NA
1661;1;69;1;1;1;1;4;5
1662;1;23;3;1;1;2;4;3
1663;2;57;1;1;1;NA;4;NA
1664;1;54;1;1;2;1;4;4
1665;2;65;1;4;1;4;4;5
1666;2;48;2;2;3;4;3;4
1667;1;73;2;2;1;1;3;4
1668;2;33;2;2;2;2;4;4
1669;2;29;2;NA;NA;NA;4;NA
1670;2;48;1;2;NA;NA;4;NA
1671;2;42;1;2;2;2;4;5
1672;2;64;1;2;1;2;4;4
1673;1;48;1;4;2;2;4;4
1674;2;62;1;NA;1;2;4;4
1675;2;56;4;NA;NA;NA;2;NA
1676;2;43;3;2;2;3;4;2
1677;2;50;2;2;1;2;2;4
1678;1;23;2;1;1;2;4;4
1679;1;25;2;2;2;2;4;5
1680;2;69;2;2;NA;1;4;5
1681;2;48;2;2;2;1;4;4
1682;2;50;1;NA;1;NA;4;NA
1683;2;51;4;2;NA;1;4;3
1684;2;69;1;1;1;1;4;3
1685;2;29;1;2;2;1;4;4
1686;2;35;2;2;NA;2;4;3
1687;2;57;2;4;2;1;4;4
1688;1;58;2;1;2;2;2;4
1689;2;31;2;1;2;2;4;4
1690;2;52;1;2;NA;1;3;4
1691;1;31;1;2;2;2;4;4
1692;1;22;1;1;2;2;4;4
1693;1;57;1;1;2;1;4;5
1694;1;62;3;1;1;1;4;5
1695;1;68;1;1;1;1;4;3
1696;1;48;1;1;NA;1;4;4
1697;1;45;2;1;NA;2;4;5
1698;2;46;1;1;1;2;3;4
1699;1;61;1;1;1;2;3;5
1700;2;74;2;1;4;1;3;5
1701;2;36;1;1;NA;1;3;4
1702;1;27;1;1;NA;NA;4;NA
1703;1;26;3;2;2;2;3;2
1704;2;22;1;1;5;1;3;3
1705;2;22;1;2;1;1;4;4
1706;2;67;2;2;2;1;4;5
1707;2;48;1;1;1;1;4;3
1708;2;71;3;2;3;2;4;2
1709;1;30;2;1;3;2;4;4
1710;2;56;2;2;NA;NA;4;NA
1711;2;42;3;1;1;4;2;2
1712;1;62;2;1;2;NA;4;NA
1713;1;60;2;1;2;2;4;3
1714;2;67;NA;1;1;1;5;5
1715;1;34;1;NA;2;2;4;4
1716;1;48;1;3;1;2;2;2
1717;2;36;2;2;1;1;4;5
1718;2;46;1;1;2;2;4;4
1719;1;48;2;NA;NA;NA;2;NA
1720;2;50;2;2;2;NA;5;NA
1721;1;40;1;1;2;2;4;4
1722;2;27;1;1;2;NA;4;NA
1723;2;33;2;1;2;2;4;4
1724;2;47;3;2;1;1;5;5
1725;2;58;3;1;1;NA;4;NA
1726;1;32;1;1;NA;NA;4;NA
1727;2;70;2;1;3;1;4;5
1728;2;64;4;3;NA;2;5;4
1729;2;34;3;1;2;2;4;1
1730;2;38;2;2;NA;NA;4;NA
1731;2;37;2;2;4;2;5;5
1732;2;58;4;3;2;2;4;4
1733;2;52;2;1;2;1;4;4
1734;2;72;2;2;2;2;4;4
1735;2;36;2;1;NA;NA;3;NA
1736;2;29;1;1;1;1;4;5
1737;1;19;2;1;NA;1;4;4
1738;2;50;4;1;2;2;4;3
1739;1;19;1;1;1;1;4;4
1740;2;39;3;1;1;1;4;4
1741;2;55;2;2;2;2;4;4
1742;1;72;1;NA;NA;NA;4;NA
1743;1;27;1;1;NA;NA;4;NA
1744;1;71;3;NA;NA;NA;4;NA
1745;2;38;2;1;2;2;4;2
1746;2;54;1;3;2;2;4;4
1747;2;28;2;NA;NA;NA;4;NA
1748;2;42;4;4;2;2;3;4
1749;1;57;1;1;2;2;4;4
1750;2;43;2;4;2;2;4;4
1751;2;48;4;1;2;2;4;4
1752;2;25;2;NA;NA;NA;4;NA
1753;2;56;2;2;2;2;4;4
1754;2;51;3;2;2;2;3;3
1755;2;49;2;1;2;4;4;4
1756;1;51;1;NA;2;1;4;4
1757;2;37;2;1;1;2;4;4
1758;2;30;1;NA;2;2;3;4
1759;1;54;2;2;2;2;2;4
1760;2;47;2;1;2;3;5;4
1761;1;44;2;2;1;1;4;2
1762;2;44;2;2;2;2;4;4
1763;2;73;1;2;2;NA;4;NA
1764;2;56;5;1;1;1;4;2
1765;1;50;1;1;1;1;4;5
1766;1;56;1;2;1;1;4;2
1767;1;67;1;1;1;1;3;4
1768;2;45;2;2;2;2;5;4
1769;2;65;2;2;2;1;4;4
1770;2;31;1;NA;1;NA;4;NA
1771;1;47;3;1;NA;NA;3;NA
1772;1;47;1;1;1;1;3;5
1773;1;65;2;2;2;1;4;5
1774;2;75;2;NA;1;1;3;4
1775;2;60;2;1;2;1;4;3
1776;1;36;1;1;NA;1;4;5
1777;1;38;3;2;1;1;4;5
1778;1;65;2;2;2;1;4;5
1779;2;32;1;1;1;1;4;3
1780;2;34;2;2;2;2;4;3
1781;1;37;2;2;1;1;4;5
1782;2;49;4;2;1;2;4;4
1783;2;59;2;1;1;NA;4;NA
1784;1;40;1;1;NA;NA;4;NA
1785;1;48;2;2;1;1;4;4
1786;2;70;4;2;NA;3;2;2
1787;2;68;1;2;2;1;4;5
1788;2;63;2;1;2;1;4;4
1789;2;71;3;2;3;1;4;2
1790;1;32;1;1;2;2;4;4
1791;1;60;2;2;NA;5;2;5
1792;2;48;1;2;1;2;4;2
1793;1;32;1;1;2;1;4;4
1794;1;35;1;1;NA;NA;4;NA
1795;2;61;2;3;2;2;4;5
1796;1;53;2;2;2;2;4;4
1797;2;73;2;3;3;4;4;5
1798;1;35;2;2;2;1;3;2
1799;2;37;1;1;2;2;3;5
1800;1;45;1;2;NA;NA;3;NA
1801;1;56;2;3;2;2;4;4
1802;1;37;1;1;1;1;4;4
1803;2;31;2;2;2;1;3;5
1804;2;35;2;1;2;2;4;4
1805;1;40;3;1;1;1;3;4
1806;2;40;2;2;2;1;4;4
1807;1;31;1;1;3;1;4;4
1808;2;65;2;2;NA;1;5;5
1809;2;52;2;NA;3;NA;4;NA
1810;2;36;1;2;2;2;4;4
1811;2;51;4;2;2;3;2;1
1812;2;48;2;2;2;2;4;4
1813;2;75;2;2;2;2;4;4
1814;1;72;2;5;2;1;4;4
1815;2;60;1;NA;1;2;2;4
1816;1;32;1;1;1;1;5;4
1817;2;52;5;2;2;1;2;4
1818;2;65;2;1;2;2;4;5
1819;2;46;2;2;NA;2;4;5
1820;2;23;1;NA;2;1;4;5
1821;1;25;1;NA;NA;NA;4;NA
1822;1;30;1;NA;NA;2;2;3
1823;1;25;1;NA;NA;NA;4;NA
1824;1;74;3;5;3;5;4;2
1825;2;30;2;2;1;1;4;4
1826;2;73;1;2;1;1;4;4
1827;2;63;2;2;2;2;4;4
1828;1;34;2;NA;NA;NA;4;NA
1829;2;40;3;2;3;2;4;4
1830;1;56;2;NA;1;2;4;4
1831;1;60;2;1;1;1;3;4
1832;2;71;2;1;1;1;4;4
1833;2;50;3;1;1;3;4;2
1834;2;29;2;2;NA;NA;3;NA
1835;1;23;2;2;1;2;4;4
1836;2;45;2;NA;NA;NA;2;NA
1837;2;29;2;1;2;2;4;4
1838;2;75;2;1;2;NA;4;NA
1839;1;45;1;4;1;1;4;3
1840;2;63;3;1;NA;3;4;4
1841;1;48;2;1;1;2;4;4
1842;1;54;2;2;1;1;3;4
1843;2;71;1;NA;1;NA;4;NA
1844;1;55;1;1;1;2;4;4
1845;1;40;1;NA;NA;NA;4;NA
1846;1;59;2;2;1;NA;4;NA
1847;2;42;2;2;NA;NA;4;NA
1848;1;43;1;2;1;1;4;5
1849;2;43;1;1;2;2;4;5
1850;1;48;1;1;1;2;4;5
1851;1;27;2;1;NA;1;3;5
1852;2;33;2;5;1;1;4;4
1853;2;24;2;1;NA;1;4;4
1854;1;63;1;1;1;NA;4;NA
1855;1;36;2;4;1;1;3;4
1856;1;55;2;1;1;1;4;4
1857;2;38;1;1;NA;1;4;3
1858;1;54;2;1;1;1;4;4
1859;1;46;1;1;NA;NA;4;NA
1860;2;35;1;1;2;2;4;4
1861;2;34;2;1;1;2;4;3
1862;1;33;1;2;1;1;4;4
1863;2;46;2;2;1;2;3;4
1864;2;20;1;2;2;2;3;2
1865;1;32;1;NA;NA;NA;4;NA
1866;1;43;2;1;2;4;4;4
1867;1;66;1;1;1;2;4;5
1868;1;58;1;NA;NA;NA;4;NA
1869;1;72;1;2;1;2;4;5
1870;2;60;2;1;2;1;4;5
1871;2;23;2;1;2;2;4;4
1872;2;48;2;2;1;2;4;3
1873;2;61;2;2;NA;NA;4;NA
1874;2;32;1;NA;NA;NA;4;NA
1875;2;71;5;2;2;2;3;2
1876;2;52;1;1;2;3;4;4
1877;2;54;2;NA;2;1;4;4
1878;1;19;1;NA;NA;NA;4;NA
1879;2;51;1;2;NA;NA;4;NA
1880;1;35;1;1;1;2;4;4
1881;1;68;2;NA;NA;NA;4;NA
1882;2;69;2;NA;NA;NA;4;NA
1883;1;35;1;1;1;1;3;4
1884;1;28;1;4;1;NA;5;NA
1885;1;61;2;1;1;2;4;4
1886;1;53;1;2;2;1;2;4
1887;2;57;2;1;1;2;4;4
1888;1;75;1;2;1;NA;4;NA
1889;2;48;2;2;1;1;4;4
1890;1;70;1;1;1;2;4;4
1891;2;58;1;2;1;1;4;5
1892;2;34;2;NA;1;1;3;4
1893;1;22;2;1;1;NA;4;NA
1894;1;48;2;2;1;2;4;3
1895;2;29;1;1;NA;2;4;4
1896;1;30;1;1;NA;2;4;5
1897;2;34;1;1;1;1;4;4
1898;2;43;2;4;2;3;4;4
1899;2;36;2;2;2;1;4;4
1900;2;31;2;NA;1;2;4;4
1901;2;60;2;2;2;2;4;2
1902;2;64;3;NA;NA;NA;4;NA
1903;2;41;2;3;1;2;4;2
1904;2;35;2;2;1;NA;4;NA
1905;2;47;1;1;2;1;4;4
1906;2;36;1;4;1;2;4;4
1907;1;22;2;2;1;1;4;4
1908;2;28;2;1;1;1;4;4
1909;2;73;2;2;2;NA;4;NA
1910;1;27;1;1;2;3;4;3
1911;2;72;1;4;1;2;5;5
1912;2;29;1;2;NA;2;5;3
1913;1;32;2;2;2;1;4;3
1914;1;57;1;2;1;2;4;4
1915;2;40;1;2;1;2;5;4
1916;2;22;1;NA;1;1;4;4
1917;2;47;3;4;2;2;4;4
1918;1;25;1;1;1;1;4;4
1919;2;38;2;2;1;2;3;4
1920;2;58;2;NA;1;2;4;4
1921;1;56;2;2;2;2;2;4
1922;1;26;2;1;1;1;4;4
1923;2;35;1;1;2;2;4;4
1924;2;39;2;2;NA;NA;5;NA
1925;1;26;2;4;1;2;4;3
1926;2;28;2;3;2;NA;5;NA
1927;2;42;2;2;3;2;3;4
1928;2;18;3;3;3;2;5;4
1929;2;36;2;2;2;2;4;3
1930;2;61;1;1;1;1;4;3
1931;2;54;2;NA;2;2;2;4
1932;2;53;1;2;2;1;4;4
1933;1;21;2;NA;NA;NA;4;NA
1934;1;58;1;2;1;2;5;4
1935;1;54;2;2;2;4;4;4
1936;1;59;2;1;2;NA;4;NA
1937;1;41;2;1;1;2;4;5
1938;2;55;2;1;3;2;5;5
1939;2;65;3;NA;NA;NA;4;NA
1940;2;22;2;2;1;1;3;4
1941;2;39;1;2;2;2;1;4
1942;NA;NA;NA;NA;5;2;NA;5
1943;NA;NA;NA;NA;2;1;NA;4
1944;NA;NA;NA;NA;1;NA;NA;NA
1945;NA;NA;NA;NA;2;2;NA;5
1946;NA;NA;NA;NA;1;1;NA;2
1947;NA;NA;NA;NA;1;2;NA;2
1948;NA;NA;NA;NA;1;1;NA;5
1949;NA;NA;NA;NA;2;2;NA;4
1950;NA;NA;NA;NA;1;1;NA;4
1951;NA;NA;NA;NA;1;1;NA;4
1952;NA;NA;NA;NA;1;1;NA;4
1953;NA;NA;NA;NA;2;2;NA;4
1954;NA;NA;NA;NA;1;2;NA;4
1955;NA;NA;NA;NA;1;2;NA;4
1956;NA;NA;NA;NA;2;2;NA;3
1957;NA;NA;NA;NA;4;NA;NA;NA
1958;NA;NA;NA;NA;4;4;NA;2
1959;NA;NA;NA;NA;2;2;NA;4
1960;NA;NA;NA;NA;1;1;NA;5
1961;NA;NA;NA;NA;1;1;NA;4
1962;NA;NA;NA;NA;1;2;NA;4
1963;NA;NA;NA;NA;5;1;NA;4
1964;NA;NA;NA;NA;1;2;NA;2
1965;NA;NA;NA;NA;3;2;NA;4
1966;NA;NA;NA;NA;1;1;NA;5
1967;NA;NA;NA;NA;1;1;NA;2
1968;NA;NA;NA;NA;1;4;NA;4
1969;NA;NA;NA;NA;1;2;NA;2
1970;2;36;2;2;1;2;4;3
1971;2;28;2;2;4;1;3;4
1972;1;37;2;2;1;2;3;3
1973;2;48;2;2;3;2;2;2
1974;2;44;1;NA;NA;NA;4;NA
1975;1;33;1;NA;NA;NA;4;NA
1976;2;57;1;2;1;3;4;3
1977;2;46;1;2;NA;NA;4;NA
1978;2;66;2;2;2;3;3;2
1979;2;43;2;1;3;3;2;3
1980;1;42;1;NA;1;NA;4;NA
1981;1;19;1;1;2;2;5;4
1982;2;37;2;1;1;3;4;4
1983;2;32;1;2;3;2;4;3
1984;2;63;2;1;1;1;4;4
1985;2;63;5;2;NA;NA;2;NA
1986;1;43;2;1;1;NA;4;NA
1987;1;58;2;1;1;2;3;3
1988;1;43;1;1;1;1;5;4
1989;1;34;1;1;1;1;5;4
1990;2;64;2;1;2;NA;1;NA
1991;2;27;2;NA;NA;NA;1;NA
1992;1;35;1;NA;NA;NA;4;NA
1993;2;40;2;2;2;2;5;5
1994;1;27;1;1;2;2;4;4
1995;1;53;1;NA;NA;NA;2;NA
1996;1;30;1;2;1;2;5;4
1997;1;56;1;NA;NA;NA;4;NA
1998;1;33;2;1;NA;NA;4;NA
1999;1;30;1;1;NA;NA;4;NA
2000;1;32;1;1;1;1;4;2
2001;1;48;2;NA;NA;NA;2;NA
2002;2;35;1;1;1;NA;4;NA
2003;2;35;2;2;2;2;2;2
2004;2;60;2;1;4;NA;1;NA
2005;1;30;2;NA;1;NA;4;NA
2006;1;36;1;1;1;1;4;4
2007;2;31;1;1;2;NA;4;NA
2008;1;53;3;NA;NA;NA;4;NA
2009;2;33;2;NA;NA;NA;2;NA
2010;1;30;2;NA;NA;NA;4;NA
2011;1;38;2;2;1;NA;4;NA
2012;1;35;1;NA;NA;NA;2;NA
2013;1;34;1;1;2;2;5;5
2014;1;41;1;NA;NA;NA;4;NA
2015;2;45;2;2;2;NA;4;NA
2016;1;30;1;NA;NA;NA;3;NA
2017;1;33;2;NA;NA;NA;4;NA
2018;1;54;2;2;1;NA;4;NA
2019;1;36;3;1;2;2;4;4
2020;1;29;1;NA;NA;NA;4;NA
2021;2;43;2;2;2;2;2;3
2022;1;35;1;1;2;2;4;3
2023;2;51;2;NA;NA;NA;4;NA
2024;2;32;1;2;2;1;4;4
2025;2;65;3;NA;NA;2;2;1
2026;2;63;1;2;1;1;4;4
2027;1;40;2;2;2;4;4;3
2028;1;30;2;NA;NA;NA;3;NA
2029;2;53;4;NA;NA;NA;3;NA
2030;2;53;2;NA;NA;NA;3;NA
2031;1;33;2;NA;NA;NA;3;NA
2032;1;35;1;2;2;1;4;4
2033;2;30;4;1;2;2;4;2
2034;2;30;1;2;2;2;3;4
2035;1;32;1;NA;NA;NA;2;NA
2036;2;66;3;2;2;2;2;4
2037;2;19;2;NA;NA;NA;4;NA
2038;1;43;2;2;2;1;3;2
2039;2;32;1;2;NA;NA;4;NA
2040;1;28;2;3;4;2;4;3
2041;1;66;1;NA;NA;NA;4;NA
2042;1;21;2;2;NA;NA;3;NA
2043;2;26;1;2;2;2;3;3
2044;2;36;2;2;2;3;4;2
2045;2;46;2;2;2;2;5;3
2046;2;54;3;NA;4;2;4;5
2047;2;24;2;4;3;4;1;2
2048;2;27;2;2;2;2;4;5
2049;2;69;2;NA;1;NA;5;NA
2050;2;52;2;2;2;2;4;4
2051;1;34;1;2;2;2;4;4
2052;2;26;1;NA;NA;NA;4;NA
2053;1;37;2;4;3;NA;2;NA
2054;1;44;2;2;NA;NA;4;NA
2055;1;29;1;2;NA;NA;4;NA
2056;2;44;4;2;2;2;5;4
2057;1;57;1;2;NA;1;1;3
2058;1;24;2;2;1;2;4;4
2059;1;57;2;1;1;NA;4;NA
2060;2;54;1;NA;NA;2;3;4
2061;2;43;1;2;4;2;4;4
2062;2;64;1;1;1;1;5;4
2063;2;37;1;3;1;NA;4;NA
2064;2;23;2;2;2;2;2;4
2065;1;33;2;2;2;2;3;3
2066;1;52;3;2;4;2;3;3
2067;2;51;2;4;2;2;4;3
2068;1;35;2;NA;1;NA;3;NA
2069;2;25;3;1;2;2;4;3
2070;1;34;1;1;1;5;4;4
2071;2;70;2;3;NA;NA;3;NA
2072;2;48;2;1;NA;NA;3;NA
2073;1;32;1;4;1;2;4;5
2074;2;46;2;2;1;4;3;3
2075;1;38;2;1;1;1;4;4
2076;2;65;2;1;2;2;4;4
2077;1;41;2;NA;NA;NA;2;NA
2078;2;65;1;2;1;2;3;2
2079;2;70;5;2;3;5;5;3
2080;2;56;2;4;2;2;5;4
2081;1;23;1;2;1;1;4;4
2082;2;63;2;5;2;2;2;2
2083;1;21;1;1;1;2;4;5
2084;1;56;1;4;1;1;4;2
2085;2;52;1;1;1;2;4;4
2086;1;32;2;1;1;2;5;3
2087;2;65;2;NA;NA;NA;3;NA
2088;1;31;2;1;NA;1;4;2
2089;1;37;2;NA;NA;NA;4;NA
2090;2;43;2;NA;1;2;5;4
2091;1;64;1;1;1;2;5;4
2092;2;42;2;NA;1;4;1;4
2093;1;74;1;1;NA;NA;4;NA
2094;2;27;2;2;2;2;4;3
2095;2;52;3;2;3;4;4;4
2096;2;32;2;2;2;4;4;3
2097;2;51;2;1;NA;NA;5;NA
2098;2;75;2;2;NA;NA;4;NA
2099;2;57;2;2;3;3;4;3
2100;1;57;2;1;1;2;4;2
2101;1;32;1;1;1;2;3;2
2102;1;60;1;2;NA;NA;4;NA
2103;2;56;2;1;2;2;4;4
2104;2;61;3;NA;2;2;5;4
2105;2;64;2;2;2;2;5;4
2106;2;55;2;3;NA;4;3;3
2107;1;44;4;2;4;4;2;4
2108;2;59;4;2;2;2;2;4
2109;2;18;4;4;2;4;3;1
2110;2;53;5;2;2;2;3;5
2111;2;35;2;2;2;4;4;4
2112;1;65;1;NA;NA;NA;3;NA
2113;2;65;2;1;1;5;4;2
2114;2;23;2;1;2;1;4;3
2115;1;70;1;1;2;2;5;4
2116;1;31;2;4;NA;NA;4;NA
2117;2;63;2;4;5;2;4;4
2118;2;58;3;2;1;2;3;2
2119;1;67;1;1;1;2;4;4
2120;2;51;1;2;2;1;4;4
2121;2;55;1;1;2;2;5;4
2122;2;65;1;2;1;2;4;4
2123;2;48;1;1;2;4;4;2
2124;1;23;1;NA;NA;NA;5;NA
2125;1;27;1;2;NA;2;4;4
2126;2;53;1;1;2;3;3;4
2127;2;40;1;1;2;2;5;2
2128;1;56;2;2;2;2;4;5
2129;2;36;1;1;1;1;4;5
2130;2;36;2;3;2;2;4;4
2131;1;68;2;1;2;2;3;4
2132;2;31;3;1;3;2;2;4
2133;2;74;1;1;1;1;4;4
2134;1;71;2;3;2;3;4;2
2135;1;43;1;NA;NA;NA;4;NA
2136;2;60;1;1;1;1;5;4
2137;1;21;2;NA;NA;NA;4;NA
