id;sexo;edad;deses16;deses17;deses18;deses19;satis16;satis19
2835;2;71;2;4;NA;2;4;4
2836;1;43;2;NA;NA;NA;4;NA
2837;2;52;2;4;2;2;5;4
2838;2;65;4;5;4;2;2;3
2839;1;68;1;1;2;1;5;5
2840;2;44;3;2;2;3;3;4
2841;1;52;2;NA;NA;NA;4;NA
2842;2;54;2;2;2;1;4;4
2843;2;26;2;1;2;2;4;4
2844;2;37;1;1;1;2;1;2
2845;2;37;1;5;2;2;4;4
2846;1;52;2;2;NA;2;3;4
2847;1;48;1;1;1;1;4;5
2848;2;58;1;2;2;5;4;2
2849;2;41;1;1;1;1;4;4
2850;2;67;2;2;5;4;4;4
2851;2;34;5;1;2;2;4;4
2852;1;65;1;2;1;NA;4;NA
2853;1;47;1;2;3;1;4;4
2854;1;40;1;1;1;2;4;4
2855;2;47;2;1;1;2;4;4
2856;2;63;1;2;3;1;4;4
2857;2;72;1;NA;NA;NA;5;NA
2858;2;29;1;1;1;1;4;3
2859;1;33;1;NA;NA;NA;4;NA
2860;2;33;1;1;1;1;4;4
2861;1;54;2;1;1;1;4;2
2862;2;57;1;NA;NA;NA;4;NA
2863;2;66;2;1;3;2;4;4
2864;1;36;1;2;NA;2;4;3
2865;2;20;3;NA;NA;NA;4;NA
2866;2;30;2;1;2;NA;3;NA
2867;1;52;1;1;2;3;1;3
2868;2;55;2;3;NA;NA;4;NA
2869;1;50;2;NA;NA;2;3;4
2870;2;36;2;1;2;2;4;4
2871;1;49;4;1;1;2;3;2
2872;2;27;2;2;NA;2;2;2
2873;2;40;5;1;4;4;2;4
2874;1;31;2;2;1;1;4;4
2875;2;29;2;2;2;2;3;3
2876;1;60;1;1;2;2;4;5
2877;2;46;1;1;2;1;4;5
2878;2;24;2;3;2;2;4;4
2879;2;45;1;1;1;1;4;2
2880;1;45;1;1;NA;NA;4;NA
2881;2;47;1;1;1;3;5;5
2882;2;40;1;2;2;2;4;4
2883;2;52;2;2;4;2;3;3
2884;2;55;4;2;1;2;2;4
2885;2;50;1;NA;2;2;5;4
2886;1;69;3;2;2;2;4;2
2887;1;42;1;1;NA;1;4;5
2888;2;44;4;2;4;2;2;2
2889;2;38;4;NA;NA;NA;2;NA
2890;1;33;1;1;2;2;4;5
2891;2;70;1;1;1;1;4;4
2892;2;23;1;NA;NA;NA;4;NA
2893;2;46;2;2;2;2;2;3
2894;1;60;2;1;4;4;5;4
2895;2;44;1;2;NA;1;4;4
2896;1;55;1;1;NA;1;4;4
2897;2;36;2;NA;1;2;3;4
2898;1;50;2;2;2;2;4;3
2899;1;60;2;2;3;2;4;3
2900;1;58;4;2;2;2;2;3
2901;2;30;1;1;1;1;4;4
2902;1;19;1;1;4;1;4;4
2903;2;62;3;1;4;3;4;2
2904;2;21;1;1;2;2;4;4
2905;1;55;2;2;1;2;4;4
2906;2;55;1;1;2;1;1;5
2907;1;45;1;2;1;1;3;5
2908;1;35;1;1;NA;1;4;4
2909;2;62;1;1;1;1;5;5
2910;2;56;1;1;1;1;4;4
2911;1;31;1;1;NA;1;4;3
2912;1;63;1;1;NA;3;4;4
2913;2;46;1;2;3;2;3;3
2914;2;48;3;2;2;4;4;2
2915;1;40;1;1;1;1;5;4
2916;2;24;2;1;4;2;3;4
2917;1;65;3;1;NA;2;4;4
2918;2;32;2;3;1;4;4;3
2919;2;71;2;1;2;1;3;5
2920;1;49;1;2;1;1;4;5
2921;1;72;4;NA;NA;NA;2;NA
2922;2;61;2;1;NA;2;5;3
2923;1;24;1;1;NA;NA;4;NA
2924;1;56;1;2;2;1;4;4
2925;2;59;2;2;NA;3;3;4
2926;1;30;1;1;2;2;4;3
2927;1;32;2;1;2;2;4;5
2928;2;68;4;2;1;5;4;3
2929;2;34;4;2;1;2;5;5
2930;2;69;2;1;2;4;4;4
2931;2;20;1;2;2;2;4;4
2932;1;66;1;1;1;1;4;4
2933;2;18;1;1;2;1;4;4
2934;1;52;4;4;2;NA;4;NA
2935;1;20;2;1;1;1;5;4
2936;1;56;2;NA;NA;NA;4;NA
2937;1;68;2;2;2;2;4;4
2938;2;63;2;2;3;2;4;4
2939;1;53;1;1;NA;3;4;3
2940;2;29;2;1;1;1;3;3
2941;2;55;2;1;2;2;3;4
2942;2;23;2;4;NA;NA;2;NA
2943;2;58;2;2;NA;NA;4;NA
2944;1;38;1;1;1;1;4;5
2945;1;26;1;NA;NA;NA;4;NA
2946;1;54;2;2;2;4;4;4
2947;2;67;2;NA;NA;NA;4;NA
2948;2;40;1;1;1;2;4;4
2949;2;65;4;2;5;4;4;4
2950;1;63;1;2;1;2;5;4
2951;NA;NA;NA;NA;2;1;NA;4
2952;NA;NA;NA;NA;1;NA;NA;NA
2953;NA;NA;NA;NA;1;1;NA;2
2954;NA;NA;NA;NA;2;1;NA;3
2955;NA;NA;NA;NA;2;2;NA;2
2956;NA;NA;NA;NA;1;NA;NA;NA
2957;NA;NA;NA;NA;1;1;NA;4
2958;NA;NA;NA;NA;2;1;NA;3
2959;NA;NA;NA;NA;3;2;NA;4
2960;NA;NA;NA;NA;1;1;NA;3
2961;NA;NA;NA;NA;2;2;NA;4
2962;NA;NA;NA;NA;2;2;NA;3
2963;NA;NA;NA;NA;1;2;NA;2
2964;NA;NA;NA;NA;1;1;NA;4
2965;NA;NA;NA;NA;2;NA;NA;NA
2966;NA;NA;NA;NA;3;2;NA;4
2967;NA;NA;NA;NA;2;1;NA;4
2968;NA;NA;NA;NA;2;NA;NA;NA
2969;NA;NA;NA;NA;2;2;NA;4
2970;NA;NA;NA;NA;2;1;NA;4
2971;NA;NA;NA;NA;2;1;NA;2
2972;NA;NA;NA;NA;2;2;NA;4
2973;NA;NA;NA;NA;2;NA;NA;NA
2974;NA;NA;NA;NA;2;1;NA;4
2975;NA;NA;NA;NA;2;NA;NA;NA
2976;NA;NA;NA;NA;1;NA;NA;NA
2977;NA;NA;NA;NA;1;1;NA;3
2978;NA;NA;NA;NA;1;2;NA;3
2979;NA;NA;NA;NA;2;1;NA;5
2980;NA;NA;NA;NA;1;1;NA;5
2981;NA;NA;NA;NA;1;1;NA;4
2982;NA;NA;NA;NA;2;2;NA;4
2983;NA;NA;NA;NA;1;2;NA;3
2984;NA;NA;NA;NA;2;2;NA;4
2985;NA;NA;NA;NA;2;NA;NA;5
2986;NA;NA;NA;NA;1;NA;NA;NA
2987;NA;NA;NA;NA;1;1;NA;2
2988;NA;NA;NA;NA;4;3;NA;4
2989;NA;NA;NA;NA;1;1;NA;5
2990;NA;NA;NA;NA;2;3;NA;4
2991;NA;NA;NA;NA;2;2;NA;4
2992;NA;NA;NA;NA;2;2;NA;4
2993;NA;NA;NA;NA;2;1;NA;4
2994;NA;NA;NA;NA;5;4;NA;3
2995;NA;NA;NA;NA;5;5;NA;4
2996;NA;NA;NA;NA;1;1;NA;5
2997;NA;NA;NA;NA;1;2;NA;4
2998;NA;NA;NA;NA;2;1;NA;4
2999;NA;NA;NA;NA;2;2;NA;5
3000;NA;NA;NA;NA;2;1;NA;4
3001;NA;NA;NA;NA;1;2;NA;4
3002;NA;NA;NA;NA;3;2;NA;3
3003;NA;NA;NA;NA;1;NA;NA;NA
3004;NA;NA;NA;NA;1;2;NA;5
3005;NA;NA;NA;NA;2;2;NA;5
3006;NA;NA;NA;NA;1;3;NA;4
3007;NA;NA;NA;NA;3;1;NA;3
3008;NA;NA;NA;NA;2;NA;NA;NA
3009;NA;NA;NA;NA;3;4;NA;4
3010;NA;NA;NA;NA;1;1;NA;3
3011;NA;NA;NA;NA;1;1;NA;4
3012;NA;NA;NA;NA;2;1;NA;5
3013;NA;NA;NA;NA;1;1;NA;4
3014;NA;NA;NA;NA;1;NA;NA;NA
3015;NA;NA;NA;NA;3;2;NA;3
3016;NA;NA;NA;NA;2;1;NA;1
3017;NA;NA;NA;NA;2;2;NA;5
3018;NA;NA;NA;NA;1;1;NA;4
3019;NA;NA;NA;NA;2;2;NA;4
3020;NA;NA;NA;NA;1;1;NA;4
3021;NA;NA;NA;NA;2;2;NA;3
3022;NA;NA;NA;NA;1;NA;NA;NA
3023;NA;NA;NA;NA;1;NA;NA;NA
3024;NA;NA;NA;NA;3;2;NA;2
3025;NA;NA;NA;NA;1;1;NA;5
3026;NA;NA;NA;NA;2;2;NA;4
3027;NA;NA;NA;NA;2;2;NA;4
3028;NA;NA;NA;NA;2;NA;NA;NA
3029;NA;NA;NA;NA;1;1;NA;4
3030;NA;NA;NA;NA;2;NA;NA;NA
3031;NA;NA;NA;NA;2;1;NA;4
3032;NA;NA;NA;NA;2;2;NA;2
3033;NA;NA;NA;NA;2;2;NA;4
3034;NA;NA;NA;NA;1;2;NA;4
3035;NA;NA;NA;NA;2;1;NA;4
3036;NA;NA;NA;NA;2;2;NA;4
3037;NA;NA;NA;NA;1;4;NA;4
3038;NA;NA;NA;NA;1;2;NA;4
3039;NA;NA;NA;NA;1;2;NA;4
3040;NA;NA;NA;NA;1;NA;NA;NA
3041;NA;NA;NA;NA;1;1;NA;5
3042;NA;NA;NA;NA;1;1;NA;5
3043;NA;NA;NA;NA;1;2;NA;4
3044;NA;NA;NA;NA;1;NA;NA;NA
3045;NA;NA;NA;NA;1;2;NA;4
3046;NA;NA;NA;NA;2;2;NA;4
3047;NA;NA;NA;NA;1;NA;NA;NA
3048;NA;NA;NA;NA;1;1;NA;5
3049;NA;NA;NA;NA;1;1;NA;4
3050;NA;NA;NA;NA;3;1;NA;4
3051;NA;NA;NA;NA;2;1;NA;4
3052;NA;NA;NA;NA;1;1;NA;4
3053;NA;NA;NA;NA;1;1;NA;5
3054;NA;NA;NA;NA;1;NA;NA;NA
3055;NA;NA;NA;NA;3;2;NA;4
3056;NA;NA;NA;NA;1;2;NA;4
3057;NA;NA;NA;NA;1;2;NA;4
3058;NA;NA;NA;NA;2;2;NA;4
3059;NA;NA;NA;NA;1;2;NA;3
3060;NA;NA;NA;NA;1;2;NA;4
3061;NA;NA;NA;NA;2;2;NA;4
3062;NA;NA;NA;NA;2;2;NA;4
3063;NA;NA;NA;NA;3;3;NA;3
3064;NA;NA;NA;NA;1;5;NA;1
3065;NA;NA;NA;NA;2;2;NA;2
3066;NA;NA;NA;NA;2;2;NA;4
3067;NA;NA;NA;NA;2;2;NA;3
3068;NA;NA;NA;NA;1;NA;NA;NA
3069;NA;NA;NA;NA;1;1;NA;5
3070;NA;NA;NA;NA;1;1;NA;5
3071;NA;NA;NA;NA;2;1;NA;5
3072;NA;NA;NA;NA;2;2;NA;2
3073;NA;NA;NA;NA;5;NA;NA;NA
3074;NA;NA;NA;NA;2;2;NA;3
3075;NA;NA;NA;NA;1;NA;NA;NA
3076;NA;NA;NA;NA;2;2;NA;3
3077;NA;NA;NA;NA;3;2;NA;4
3078;NA;NA;NA;NA;3;1;NA;2
3079;NA;NA;NA;NA;1;1;NA;5
3080;NA;NA;NA;NA;2;1;NA;4
3081;NA;NA;NA;NA;3;2;NA;4
3082;NA;NA;NA;NA;1;1;NA;5
3083;NA;NA;NA;NA;2;NA;NA;NA
3084;NA;NA;NA;NA;2;1;NA;4
3085;NA;NA;NA;NA;1;NA;NA;NA
3086;NA;NA;NA;NA;1;2;NA;4
3087;NA;NA;NA;NA;1;1;NA;4
3088;NA;NA;NA;NA;2;2;NA;4
3089;NA;NA;NA;NA;4;2;NA;4
3090;NA;NA;NA;NA;2;1;NA;2
3091;NA;NA;NA;NA;4;2;NA;4
3092;NA;NA;NA;NA;2;2;NA;3
3093;NA;NA;NA;NA;2;2;NA;3
3094;NA;NA;NA;NA;1;2;NA;3
3095;NA;NA;NA;NA;2;1;NA;4
3096;NA;NA;NA;NA;2;1;NA;5
3097;NA;NA;NA;NA;1;1;NA;4
3098;NA;NA;NA;NA;1;2;NA;4
3099;NA;NA;NA;NA;3;2;NA;4
3100;NA;NA;NA;NA;2;2;NA;3
3101;NA;NA;NA;NA;3;2;NA;4
3102;NA;NA;NA;NA;1;1;NA;5
3103;NA;NA;NA;NA;2;1;NA;4
3104;NA;NA;NA;NA;3;2;NA;4
3105;NA;NA;NA;NA;2;4;NA;4
3106;NA;NA;NA;NA;2;2;NA;4
3107;NA;NA;NA;NA;1;1;NA;3
3108;NA;NA;NA;NA;1;1;NA;4
3109;NA;NA;NA;NA;1;4;NA;3
3110;NA;NA;NA;NA;1;2;NA;3
3111;NA;NA;NA;NA;2;2;NA;3
3112;NA;NA;NA;NA;1;2;NA;3
3113;NA;NA;NA;NA;1;1;NA;5
3114;NA;NA;NA;NA;1;1;NA;4
3115;NA;NA;NA;NA;1;2;NA;5
3116;NA;NA;NA;NA;1;1;NA;4
3117;NA;NA;NA;NA;1;1;NA;4
3118;NA;NA;NA;NA;1;1;NA;4
3119;NA;NA;NA;NA;1;1;NA;4
3120;NA;NA;NA;NA;1;1;NA;4
3121;NA;NA;NA;NA;1;2;NA;3
3122;NA;NA;NA;NA;3;2;NA;4
3123;NA;NA;NA;NA;1;1;NA;4
3124;NA;NA;NA;NA;2;2;NA;4
3125;NA;NA;NA;NA;1;1;NA;4
3126;NA;NA;NA;NA;2;2;NA;3
3127;NA;NA;NA;NA;1;1;NA;4
3128;NA;NA;NA;NA;1;3;NA;2
3129;NA;NA;NA;NA;2;3;NA;4
3130;NA;NA;NA;NA;2;2;NA;4
3131;NA;NA;NA;NA;1;1;NA;4
3132;NA;NA;NA;NA;1;1;NA;4
3133;NA;NA;NA;NA;1;NA;NA;NA
3134;NA;NA;NA;NA;1;1;NA;3
3135;NA;NA;NA;NA;1;3;NA;1
3136;NA;NA;NA;NA;2;NA;NA;NA
3137;NA;NA;NA;NA;2;NA;NA;NA
3138;NA;NA;NA;NA;1;1;NA;4
3139;NA;NA;NA;NA;2;2;NA;4
3140;NA;NA;NA;NA;1;2;NA;3
3141;NA;NA;NA;NA;2;1;NA;5
3142;NA;NA;NA;NA;1;2;NA;4
3143;NA;NA;NA;NA;1;2;NA;4
3144;NA;NA;NA;NA;1;1;NA;4
3145;NA;NA;NA;NA;2;4;NA;4
3146;NA;NA;NA;NA;4;2;NA;4
3147;NA;NA;NA;NA;1;2;NA;4
3148;NA;NA;NA;NA;2;3;NA;5
3149;NA;NA;NA;NA;3;3;NA;4
3150;NA;NA;NA;NA;1;2;NA;4
3151;NA;NA;NA;NA;2;1;NA;4
3152;NA;NA;NA;NA;2;NA;NA;NA
3153;NA;NA;NA;NA;2;1;NA;4
3154;NA;NA;NA;NA;1;NA;NA;NA
3155;NA;NA;NA;NA;2;2;NA;4
3156;NA;NA;NA;NA;2;NA;NA;NA
3157;NA;NA;NA;NA;4;NA;NA;NA
3158;NA;NA;NA;NA;2;NA;NA;NA
3159;NA;NA;NA;NA;2;2;NA;4
3160;NA;NA;NA;NA;2;2;NA;4
3161;NA;NA;NA;NA;4;5;NA;4
3162;NA;NA;NA;NA;4;NA;NA;NA
3163;NA;NA;NA;NA;1;2;NA;3
3164;NA;NA;NA;NA;1;1;NA;4
3165;NA;NA;NA;NA;1;3;NA;3
3166;NA;NA;NA;NA;1;2;NA;4
3167;NA;NA;NA;NA;1;2;NA;5
3168;NA;NA;NA;NA;1;1;NA;4
3169;NA;NA;NA;NA;2;5;NA;4
3170;NA;NA;NA;NA;2;2;NA;4
3171;NA;NA;NA;NA;2;1;NA;5
3172;NA;NA;NA;NA;2;4;NA;4
3173;NA;NA;NA;NA;1;1;NA;4
3174;NA;NA;NA;NA;2;1;NA;4
3175;NA;NA;NA;NA;2;NA;NA;NA
3176;NA;NA;NA;NA;1;1;NA;5
3177;NA;NA;NA;NA;4;2;NA;3
3178;NA;NA;NA;NA;2;2;NA;3
3179;NA;NA;NA;NA;2;2;NA;3
3180;NA;NA;NA;NA;1;2;NA;4
3181;NA;NA;NA;NA;3;2;NA;5
3182;NA;NA;NA;NA;1;NA;NA;NA
3183;NA;NA;NA;NA;2;2;NA;4
3184;NA;NA;NA;NA;2;2;NA;3
3185;NA;NA;NA;NA;3;3;NA;3
3186;NA;NA;NA;NA;2;2;NA;4
3187;NA;NA;NA;NA;3;2;NA;3
3188;NA;NA;NA;NA;2;2;NA;4
3189;NA;NA;NA;NA;1;NA;NA;NA
3190;NA;NA;NA;NA;1;2;NA;4
3191;NA;NA;NA;NA;1;1;NA;4
3192;NA;NA;NA;NA;2;2;NA;4
3193;NA;NA;NA;NA;2;NA;NA;NA
3194;NA;NA;NA;NA;1;2;NA;4
3195;NA;NA;NA;NA;2;2;NA;5
3196;NA;NA;NA;NA;2;2;NA;3
3197;NA;NA;NA;NA;5;2;NA;4
3198;NA;NA;NA;NA;1;2;NA;4
3199;NA;NA;NA;NA;1;2;NA;4
3200;NA;NA;NA;NA;1;2;NA;3
3201;NA;NA;NA;NA;2;3;NA;3
3202;NA;NA;NA;NA;2;2;NA;4
3203;NA;NA;NA;NA;2;2;NA;3
3204;NA;NA;NA;NA;1;2;NA;4
3205;NA;NA;NA;NA;2;2;NA;5
3206;NA;NA;NA;NA;4;NA;NA;NA
3207;NA;NA;NA;NA;1;NA;NA;NA
3208;NA;NA;NA;NA;1;2;NA;4
3209;NA;NA;NA;NA;1;1;NA;4
3210;NA;NA;NA;NA;2;NA;NA;NA
3211;NA;NA;NA;NA;2;NA;NA;NA
3212;NA;NA;NA;NA;2;NA;NA;NA
3213;NA;NA;NA;NA;1;2;NA;4
3214;NA;NA;NA;NA;1;NA;NA;NA
3215;NA;NA;NA;NA;1;NA;NA;NA
3216;NA;NA;NA;NA;2;NA;NA;NA
3217;NA;NA;NA;NA;1;2;NA;1
3218;NA;NA;NA;NA;2;1;NA;2
3219;NA;NA;NA;NA;3;2;NA;4
3220;NA;NA;NA;NA;2;1;NA;4
3221;NA;NA;NA;NA;1;2;NA;4
3222;NA;NA;NA;NA;2;2;NA;2
3223;NA;NA;NA;NA;1;2;NA;4
3224;NA;NA;NA;NA;2;2;NA;4
3225;NA;NA;NA;NA;1;2;NA;5
3226;NA;NA;NA;NA;2;2;NA;5
3227;NA;NA;NA;NA;1;3;NA;4
3228;NA;NA;NA;NA;2;2;NA;5
3229;NA;NA;NA;NA;2;2;NA;3
3230;NA;NA;NA;NA;1;4;NA;4
3231;NA;NA;NA;NA;2;3;NA;3
3232;NA;NA;NA;NA;3;5;NA;2
3233;NA;NA;NA;NA;3;2;NA;4
3234;NA;NA;NA;NA;1;2;NA;3
3235;NA;NA;NA;NA;1;2;NA;3
3236;NA;NA;NA;NA;2;2;NA;5
3237;NA;NA;NA;NA;2;2;NA;4
3238;NA;NA;NA;NA;1;2;NA;5
3239;NA;NA;NA;NA;1;1;NA;4
3240;NA;NA;NA;NA;1;2;NA;3
3241;NA;NA;NA;NA;1;2;NA;5
3242;NA;NA;NA;NA;2;NA;NA;NA
3243;NA;NA;NA;NA;1;NA;NA;NA
3244;NA;NA;NA;NA;2;2;NA;5
3245;NA;NA;NA;NA;2;1;NA;4
3246;NA;NA;NA;NA;2;2;NA;4
3247;NA;NA;NA;NA;1;NA;NA;NA
3248;NA;NA;NA;NA;1;NA;NA;4
3249;NA;NA;NA;NA;2;1;NA;3
3250;NA;NA;NA;NA;1;2;NA;3
3251;NA;NA;NA;NA;1;1;NA;4
3252;NA;NA;NA;NA;2;2;NA;4
3253;NA;NA;NA;NA;2;NA;NA;NA
3254;NA;NA;NA;NA;1;1;NA;4
3255;NA;NA;NA;NA;1;1;NA;4
3256;NA;NA;NA;NA;2;3;NA;3
3257;NA;NA;NA;NA;2;1;NA;3
3258;NA;NA;NA;NA;1;1;NA;5
3259;NA;NA;NA;NA;1;NA;NA;3
3260;NA;NA;NA;NA;1;1;NA;5
3261;NA;NA;NA;NA;1;2;NA;4
3262;NA;NA;NA;NA;3;2;NA;3
3263;NA;NA;NA;NA;1;1;NA;5
3264;NA;NA;NA;NA;1;NA;NA;NA
3265;NA;NA;NA;NA;1;1;NA;3
3266;NA;NA;NA;NA;2;NA;NA;NA
3267;NA;NA;NA;NA;2;3;NA;2
3268;NA;NA;NA;NA;1;NA;NA;NA
3269;NA;NA;NA;NA;2;2;NA;2
3270;NA;NA;NA;NA;1;NA;NA;NA
3271;NA;NA;NA;NA;2;1;NA;4
3272;NA;NA;NA;NA;1;2;NA;4
3273;NA;NA;NA;NA;1;2;NA;4
3274;NA;NA;NA;NA;3;3;NA;3
3275;NA;NA;NA;NA;1;2;NA;5
3276;NA;NA;NA;NA;2;2;NA;2
3277;NA;NA;NA;NA;2;2;NA;5
3278;NA;NA;NA;NA;1;2;NA;3
3279;NA;NA;NA;NA;2;1;NA;5
3280;NA;NA;NA;NA;2;1;NA;5
3281;NA;NA;NA;NA;1;1;NA;4
3282;NA;NA;NA;NA;1;1;NA;5
3283;NA;NA;NA;NA;2;2;NA;5
3284;NA;NA;NA;NA;1;1;NA;4
3285;NA;NA;NA;NA;1;1;NA;5
3286;NA;NA;NA;NA;1;2;NA;4
3287;NA;NA;NA;NA;1;3;NA;4
3288;NA;NA;NA;NA;1;2;NA;4
3289;NA;NA;NA;NA;2;NA;NA;NA
3290;NA;NA;NA;NA;4;4;NA;4
3291;NA;NA;NA;NA;1;NA;NA;NA
3292;NA;NA;NA;NA;2;2;NA;4
3293;NA;NA;NA;NA;2;2;NA;3
3294;NA;NA;NA;NA;2;5;NA;5
3295;NA;NA;NA;NA;1;1;NA;5
3296;NA;NA;NA;NA;1;1;NA;4
3297;NA;NA;NA;NA;3;2;NA;3
3298;NA;NA;NA;NA;5;2;NA;3
3299;NA;NA;NA;NA;1;NA;NA;NA
3300;NA;NA;NA;NA;1;NA;NA;NA
3301;NA;NA;NA;NA;1;NA;NA;NA
3302;NA;NA;NA;NA;2;1;NA;3
3303;NA;NA;NA;NA;3;2;NA;2
3304;NA;NA;NA;NA;1;1;NA;5
3305;NA;NA;NA;NA;3;3;NA;2
3306;NA;NA;NA;NA;1;1;NA;4
3307;NA;NA;NA;NA;2;2;NA;3
3308;NA;NA;NA;NA;2;2;NA;4
3309;NA;NA;NA;NA;1;1;NA;4
3310;NA;NA;NA;NA;2;NA;NA;NA
3311;NA;NA;NA;NA;2;3;NA;2
3312;NA;NA;NA;NA;3;4;NA;4
3313;NA;NA;NA;NA;2;3;NA;4
3314;NA;NA;NA;NA;1;2;NA;4
3315;NA;NA;NA;NA;2;2;NA;2
3316;NA;NA;NA;NA;1;2;NA;4
3317;NA;NA;NA;NA;1;3;NA;4
3318;NA;NA;NA;NA;5;1;NA;4
3319;NA;NA;NA;NA;2;1;NA;4
3320;NA;NA;NA;NA;1;2;NA;4
3321;NA;NA;NA;NA;1;1;NA;4
3322;NA;NA;NA;NA;1;1;NA;5
3323;NA;NA;NA;NA;2;2;NA;2
3324;NA;NA;NA;NA;1;2;NA;4
3325;NA;NA;NA;NA;3;2;NA;4
3326;NA;NA;NA;NA;1;4;NA;4
3327;NA;NA;NA;NA;4;2;NA;4
3328;NA;NA;NA;NA;3;2;NA;4
3329;NA;NA;NA;NA;2;NA;NA;NA
3330;NA;NA;NA;NA;4;5;NA;1
3331;NA;NA;NA;NA;2;2;NA;4
3332;NA;NA;NA;NA;2;3;NA;3
3333;NA;NA;NA;NA;2;1;NA;4
3334;NA;NA;NA;NA;3;1;NA;4
3335;NA;NA;NA;NA;1;2;NA;4
3336;NA;NA;NA;NA;2;2;NA;2
3337;NA;NA;NA;NA;2;NA;NA;NA
3338;NA;NA;NA;NA;2;2;NA;3
3339;NA;NA;NA;NA;2;1;NA;3
3340;NA;NA;NA;NA;1;2;NA;3
3341;NA;NA;NA;NA;2;2;NA;3
3342;NA;NA;NA;NA;2;2;NA;5
3343;NA;NA;NA;NA;1;4;NA;3
3344;NA;NA;NA;NA;2;2;NA;4
3345;NA;NA;NA;NA;2;1;NA;4
3346;NA;NA;NA;NA;2;2;NA;5
3347;NA;NA;NA;NA;1;1;NA;4
3348;NA;NA;NA;NA;1;1;NA;4
3349;NA;NA;NA;NA;2;2;NA;2
3350;NA;NA;NA;NA;2;2;NA;4
3351;NA;NA;NA;NA;3;NA;NA;NA
3352;NA;NA;NA;NA;1;1;NA;4
3353;NA;NA;NA;NA;2;2;NA;2
3354;NA;NA;NA;NA;2;3;NA;3
3355;NA;NA;NA;NA;4;1;NA;4
3356;NA;NA;NA;NA;2;2;NA;4
3357;NA;NA;NA;NA;2;4;NA;4
3358;NA;NA;NA;NA;1;2;NA;3
3359;NA;NA;NA;NA;1;NA;NA;NA
3360;NA;NA;NA;NA;1;NA;NA;NA
3361;NA;NA;NA;NA;1;NA;NA;NA
3362;NA;NA;NA;NA;1;1;NA;4
3363;NA;NA;NA;NA;2;2;NA;5
3364;NA;NA;NA;NA;2;1;NA;5
3365;NA;NA;NA;NA;1;NA;NA;NA
3366;NA;NA;NA;NA;2;NA;NA;NA
3367;NA;NA;NA;NA;1;2;NA;3
3368;NA;NA;NA;NA;1;NA;NA;NA
3369;NA;NA;NA;NA;1;1;NA;4
3370;NA;NA;NA;NA;1;1;NA;4
3371;NA;NA;NA;NA;2;NA;NA;NA
3372;NA;NA;NA;NA;2;1;NA;4
3373;NA;NA;NA;NA;3;1;NA;4
3374;NA;NA;NA;NA;1;1;NA;5
3375;NA;NA;NA;NA;2;2;NA;4
3376;NA;NA;NA;NA;1;1;NA;4
3377;NA;NA;NA;NA;2;1;NA;3
3378;NA;NA;NA;NA;2;2;NA;4
3379;NA;NA;NA;NA;2;NA;NA;NA
3380;NA;NA;NA;NA;1;1;NA;5
3381;NA;NA;NA;NA;2;3;NA;4
3382;NA;NA;NA;NA;1;3;NA;4
3383;NA;NA;NA;NA;2;2;NA;4
3384;NA;NA;NA;NA;1;NA;NA;NA
3385;NA;NA;NA;NA;2;2;NA;4
3386;NA;NA;NA;NA;2;2;NA;2
3387;NA;NA;NA;NA;2;1;NA;3
3388;NA;NA;NA;NA;1;2;NA;2
3389;NA;NA;NA;NA;1;2;NA;4
3390;NA;NA;NA;NA;1;1;NA;5
3391;NA;NA;NA;NA;2;2;NA;3
3392;NA;NA;NA;NA;2;NA;NA;NA
3393;NA;NA;NA;NA;2;2;NA;5
3394;NA;NA;NA;NA;2;NA;NA;NA
3395;NA;NA;NA;NA;2;1;NA;5
3396;NA;NA;NA;NA;1;2;NA;4
3397;NA;NA;NA;NA;1;NA;NA;NA
3398;NA;NA;NA;NA;3;2;NA;4
3399;NA;NA;NA;NA;1;2;NA;4
3400;NA;NA;NA;NA;2;2;NA;2
3401;NA;NA;NA;NA;2;2;NA;3
3402;NA;NA;NA;NA;4;2;NA;4
3403;NA;NA;NA;NA;2;4;NA;3
3404;NA;NA;NA;NA;2;NA;NA;NA
3405;NA;NA;NA;NA;2;2;NA;4
3406;NA;NA;NA;NA;2;1;NA;4
3407;NA;NA;NA;NA;1;1;NA;4
3408;NA;NA;NA;NA;2;2;NA;4
3409;NA;NA;NA;NA;1;2;NA;3
3410;NA;NA;NA;NA;3;2;NA;3
3411;NA;NA;NA;NA;2;2;NA;4
3412;NA;NA;NA;NA;2;2;NA;4
3413;NA;NA;NA;NA;1;2;NA;4
3414;NA;NA;NA;NA;4;2;NA;4
3415;NA;NA;NA;NA;2;1;NA;4
3416;NA;NA;NA;NA;2;NA;NA;NA
3417;NA;NA;NA;NA;2;2;NA;4
3418;NA;NA;NA;NA;2;NA;NA;NA
3419;NA;NA;NA;NA;2;2;NA;3
3420;NA;NA;NA;NA;1;1;NA;5
3421;NA;NA;NA;NA;2;1;NA;3
3422;NA;NA;NA;NA;3;2;NA;4
3423;NA;NA;NA;NA;1;1;NA;4
3424;NA;NA;NA;NA;1;2;NA;4
3425;NA;NA;NA;NA;1;2;NA;4
3426;NA;NA;NA;NA;1;1;NA;3
3427;NA;NA;NA;NA;2;2;NA;4
3428;NA;NA;NA;NA;1;2;NA;4
3429;NA;NA;NA;NA;1;3;NA;5
